,Platform,Year_of_Release,Genre,Publisher,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
224,Wii,2007.0,Misc,Nintendo,E,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0
225,X360,2008.0,Action,Activision,E10+,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0
226,PC,2002.0,Simulation,Electronic Arts,T,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29.0
227,PS,2001.0,Action,Electronic Arts,E,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0
228,Wii,2007.0,Platform,Nintendo,E,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0
229,PS,2000.0,Platform,Sony Computer Entertainment,E,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0
230,PS3,2013.0,Action,Ubisoft,M,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0
231,PS2,2004.0,Sports,Electronic Arts,E,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0
232,PS2,2002.0,Sports,Activision,T,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0
233,DS,2007.0,Simulation,Electronic Arts,E,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0
234,PSP,2005.0,Racing,Take-Two Interactive,E10+,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0
235,PS2,2002.0,Shooter,Sony Computer Entertainment,M,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0
236,PS2,2001.0,Platform,Sony Computer Entertainment,E,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0
237,PS2,2007.0,Sports,Konami Digital Entertainment,E,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0
238,PS2,2005.0,Action,Capcom,M,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0
239,Wii,2008.0,Misc,Activision,T,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0
240,PS3,2009.0,Sports,Electronic Arts,E,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0
241,PS2,2004.0,Shooter,LucasArts,T,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0
242,PS2,2001.0,Racing,Electronic Arts,T,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0
243,GC,2001.0,Action,Nintendo,E,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0
244,PS4,2013.0,Shooter,Electronic Arts,M,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0
245,PS2,2005.0,Shooter,LucasArts,T,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0
246,DS,2007.0,Simulation,505 Games,E,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0
247,PS2,2006.0,Action,Take-Two Interactive,M,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0
248,PS2,2002.0,Action,Sony Computer Entertainment,M,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0
249,PS2,2001.0,Shooter,Electronic Arts,T,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0
250,X360,2010.0,Sports,Electronic Arts,E,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0
251,X360,2008.0,Shooter,Electronic Arts,M,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0
252,XOne,2014.0,Action,Ubisoft,M,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0
253,X360,2009.0,Action,Capcom,M,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0
254,X360,2010.0,Action,Ubisoft,M,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0
255,PS3,2013.0,Shooter,Electronic Arts,M,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579.0
256,X360,2009.0,Action,Eidos Interactive,T,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080.0
257,X360,2013.0,Shooter,Electronic Arts,M,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0
258,X360,2010.0,Shooter,Electronic Arts,M,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869.0
259,DS,2008.0,Misc,Activision,E10+,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0
260,DS,2006.0,Misc,Nintendo,E,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0
261,X360,2009.0,Shooter,Take-Two Interactive,M,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715.0
262,PS2,2002.0,Fighting,Namco Bandai Games,T,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0
263,PS,1998.0,Action,Take-Two Interactive,T,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0
264,PS4,2015.0,Action,Konami Digital Entertainment,M,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943.0
265,PS2,2004.0,Action,Activision,T,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106.0
266,PS2,2002.0,Sports,Electronic Arts,E,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0
267,PS3,2011.0,Platform,Sony Computer Entertainment,E,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0
268,PS,2000.0,Misc,Sony Computer Entertainment,E,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99.0
269,PS4,2015.0,Action,Ubisoft,M,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0
270,X360,2008.0,Action,Warner Bros. Interactive Entertainment,E10+,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75.0
271,XOne,2014.0,Shooter,Activision,T,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0
272,PS3,2012.0,Shooter,Ubisoft,M,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0
273,PS2,2002.0,Shooter,Electronic Arts,T,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0
274,PS2,2005.0,Action,LucasArts,T,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0
275,DS,2009.0,Action,Nintendo,E10+,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228.0
276,PS2,2001.0,Shooter,Take-Two Interactive,M,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.5,86.0
277,X360,2013.0,Action,Ubisoft,M,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701.0
278,PS2,2003.0,Action,Electronic Arts,T,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.7,105.0
279,XOne,2015.0,Shooter,Microsoft Game Studios,M,2.61,0.33,0.0,0.34,3.28,82.0,74.0,7.5,563.0
280,PS2,2003.0,Action,Activision,M,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8.0,94.0
281,DS,2008.0,Puzzle,Nintendo,E10+,0.6,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111.0
282,XOne,2015.0,Sports,Electronic Arts,E,0.89,2.12,0.0,0.24,3.25,84.0,45.0,4.4,459.0
283,Wii,2008.0,Misc,Nintendo,E,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116.0
284,PS4,2015.0,Sports,Electronic Arts,E,2.34,0.3,0.0,0.6,3.24,83.0,37.0,5.9,180.0
285,PS3,2013.0,Racing,Sony Computer Entertainment,E,0.72,1.67,0.4,0.44,3.23,81.0,81.0,7.7,758.0
286,XOne,2014.0,Shooter,Microsoft Game Studios,M,1.91,1.0,0.03,0.29,3.23,85.0,69.0,7.2,1267.0
287,WiiU,2015.0,Platform,Nintendo,E,1.18,0.89,0.94,0.2,3.21,88.0,85.0,8.7,691.0
288,PSP,2008.0,Action,Sony Computer Entertainment,M,1.48,1.0,0.04,0.66,3.18,91.0,79.0,8.6,565.0
289,PS2,2003.0,Action,Atari,T,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137.0
290,PSP,2007.0,Role-Playing,Square Enix,T,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8.0,463.0
291,X360,2010.0,Misc,MTV Games,T,2.15,0.76,0.01,0.26,3.17,82.0,63.0,7.6,85.0
292,PS3,2011.0,Adventure,Take-Two Interactive,M,1.27,1.29,0.12,0.49,3.17,89.0,78.0,7.7,1010.0
293,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,E,2.06,0.56,0.38,0.17,3.17,89.0,22.0,9.1,95.0
294,GC,2001.0,Simulation,Nintendo,E,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,137.0
295,PS2,2007.0,Sports,Electronic Arts,E,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36.0
296,PS,2000.0,Action,Activision,E,1.7,1.25,0.02,0.16,3.13,87.0,19.0,9.0,107.0
297,Wii,2012.0,Misc,Nintendo,E,1.06,1.09,0.76,0.22,3.13,73.0,45.0,6.8,155.0
298,DS,2005.0,Platform,Sega,E,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,101.0
299,DS,2008.0,Misc,Nintendo,E,0.55,0.5,1.93,0.13,3.11,83.0,48.0,9.0,63.0
300,PS3,2010.0,Role-Playing,Bethesda Softworks,M,1.52,1.03,0.1,0.46,3.11,82.0,57.0,7.8,492.0
301,DS,2006.0,Misc,Nintendo,E,0.9,1.0,1.03,0.17,3.11,81.0,12.0,7.8,10.0
302,PS3,2007.0,Role-Playing,Ubisoft,M,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8.0,604.0
303,3DS,2013.0,Action,Nintendo,E,1.4,1.01,0.46,0.23,3.1,91.0,81.0,8.9,1057.0
304,PS3,2012.0,Shooter,Capcom,M,0.88,0.94,0.88,0.4,3.1,74.0,34.0,5.4,1304.0
305,X360,2010.0,Role-Playing,Electronic Arts,M,1.99,0.81,0.03,0.27,3.1,96.0,98.0,8.9,3143.0
306,PS2,2002.0,Fighting,Atari,T,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71.0
307,PS2,2001.0,Sports,Electronic Arts,E,2.5,0.16,0.01,0.42,3.08,94.0,23.0,7.9,46.0
308,PC,2002.0,Simulation,Electronic Arts,T,1.72,1.21,0.0,0.14,3.07,75.0,18.0,7.8,22.0
309,3DS,2015.0,Simulation,Nintendo,E,0.51,1.02,1.4,0.12,3.05,66.0,60.0,6.9,106.0
310,PC,2014.0,Simulation,Electronic Arts,T,1.0,1.82,0.0,0.23,3.05,70.0,74.0,3.9,2057.0
311,X360,2012.0,Shooter,Take-Two Interactive,M,1.89,0.88,0.04,0.25,3.05,89.0,59.0,8.2,892.0
312,DS,2008.0,Action,Warner Bros. Interactive Entertainment,E10+,1.75,1.01,0.0,0.29,3.05,72.0,16.0,8.0,16.0
313,X360,2008.0,Action,Activision,E10+,1.91,0.84,0.0,0.29,3.04,75.0,42.0,7.4,32.0
314,X360,2012.0,Role-Playing,Electronic Arts,M,1.94,0.84,0.03,0.24,3.04,93.0,74.0,5.8,3725.0
315,PS3,2010.0,Adventure,Sony Computer Entertainment,M,1.29,1.21,0.06,0.47,3.03,87.0,107.0,7.7,2759.0
316,X360,2008.0,Action,THQ,M,1.94,0.79,0.02,0.28,3.03,81.0,75.0,8.1,307.0
317,XB,2002.0,Action,Ubisoft,T,1.85,1.04,0.0,0.13,3.02,93.0,46.0,8.5,121.0
318,PS4,2013.0,Sports,Electronic Arts,E,0.61,1.85,0.11,0.44,3.01,87.0,26.0,6.3,616.0
319,PS3,2009.0,Shooter,Sony Computer Entertainment,M,1.4,1.06,0.08,0.47,3.01,91.0,94.0,8.1,1505.0
320,X360,2012.0,Shooter,Ubisoft,M,1.38,1.32,0.02,0.28,3.0,91.0,39.0,8.6,1247.0
321,Wii,2010.0,Platform,Disney Interactive Studios,E,2.04,0.63,0.12,0.22,3.0,73.0,78.0,7.0,131.0
322,X360,2012.0,Sports,Take-Two Interactive,E,2.6,0.2,0.01,0.19,3.0,88.0,41.0,7.2,131.0
323,PS2,2007.0,Fighting,Atari,T,1.15,0.0,0.76,1.09,3.0,73.0,24.0,9.2,173.0
324,PC,2000.0,Misc,Electronic Arts,T,1.67,1.18,0.0,0.13,2.99,82.0,23.0,6.6,20.0
325,PS2,2002.0,Sports,Konami Digital Entertainment,E,0.12,1.26,1.16,0.45,2.99,93.0,24.0,9.1,65.0
326,PS2,2001.0,Action,Capcom,M,1.36,0.86,0.64,0.13,2.99,94.0,37.0,8.5,466.0
327,PC,2011.0,Role-Playing,Electronic Arts,T,1.58,1.01,0.0,0.38,2.96,85.0,73.0,5.9,2748.0
328,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,M,1.01,1.43,0.05,0.47,2.96,84.0,85.0,8.1,1886.0
329,PS2,2003.0,Platform,Sega,E,1.04,1.37,0.06,0.49,2.96,64.0,29.0,7.8,94.0
330,PS2,2002.0,Action,Eidos Interactive,M,1.36,1.15,0.04,0.41,2.96,85.0,19.0,7.8,78.0
331,XOne,2014.0,Shooter,Electronic Arts,M,1.84,0.8,0.04,0.27,2.95,86.0,68.0,6.4,2658.0
332,PS3,2010.0,Shooter,Electronic Arts,M,1.33,1.1,0.08,0.44,2.95,88.0,59.0,8.5,572.0
333,PS2,2003.0,Shooter,Sony Computer Entertainment,M,2.22,0.51,0.06,0.15,2.94,87.0,42.0,9.0,93.0
334,GBA,2001.0,Puzzle,Atari,E,2.07,0.77,0.05,0.05,2.94,79.0,13.0,7.8,4.0
335,X360,2009.0,Fighting,Capcom,T,1.82,0.7,0.15,0.26,2.94,93.0,77.0,7.3,292.0
336,PS3,2009.0,Action,Sony Computer Entertainment,T,1.76,0.68,0.12,0.37,2.93,85.0,98.0,8.3,1172.0
337,DS,2008.0,Platform,Nintendo,E,1.55,0.04,1.19,0.15,2.92,76.0,40.0,8.8,76.0
338,XOne,2013.0,Shooter,Activision,M,1.88,0.77,0.0,0.27,2.92,78.0,7.0,4.3,700.0
339,X360,2007.0,Role-Playing,Microsoft Game Studios,M,1.83,0.79,0.03,0.27,2.91,91.0,74.0,8.7,1692.0
340,PS2,2004.0,Misc,Sega,E,1.54,1.14,0.0,0.22,2.9,73.0,21.0,8.6,30.0
341,PS2,2003.0,Sports,Konami Digital Entertainment,E,0.08,1.24,1.13,0.45,2.9,93.0,28.0,9.0,45.0
342,X360,2008.0,Sports,Sega,E10+,1.75,0.86,0.0,0.28,2.89,67.0,45.0,6.8,18.0
343,PS2,2001.0,Sports,Sony Computer Entertainment,E,0.99,0.32,1.38,0.2,2.89,85.0,30.0,8.9,16.0
344,Wii,2007.0,Simulation,505 Games,E,1.41,1.12,0.05,0.3,2.89,61.0,37.0,5.3,23.0
345,PS2,2004.0,Shooter,Activision,T,1.51,1.12,0.01,0.24,2.89,76.0,49.0,7.7,69.0
346,Wii,2006.0,Puzzle,Nintendo,E10+,0.86,1.04,0.73,0.26,2.89,83.0,61.0,7.4,179.0
347,X360,2012.0,Sports,Electronic Arts,E,2.53,0.15,0.0,0.17,2.86,81.0,36.0,5.8,179.0
348,XB,2002.0,Role-Playing,Ubisoft,T,2.09,0.63,0.03,0.11,2.86,87.0,34.0,8.7,111.0
349,PS4,2013.0,Action,Ubisoft,M,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1530.0
350,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,M,1.98,0.53,0.0,0.34,2.84,84.0,60.0,8.4,494.0
351,X360,2009.0,Sports,Electronic Arts,E,2.52,0.09,0.0,0.22,2.83,85.0,58.0,6.1,90.0
352,X360,2007.0,Shooter,Take-Two Interactive,M,1.65,0.85,0.05,0.28,2.83,96.0,88.0,8.9,2249.0
353,GC,2002.0,Shooter,Nintendo,T,1.96,0.67,0.1,0.09,2.82,97.0,70.0,9.3,747.0
354,PS3,2010.0,Action,Ubisoft,M,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,791.0
355,PS3,2010.0,Shooter,Electronic Arts,M,1.28,1.04,0.07,0.42,2.81,75.0,56.0,7.5,286.0
356,PS4,2014.0,Action,Sony Computer Entertainment,T,1.28,0.98,0.07,0.46,2.79,80.0,90.0,7.9,2944.0
357,PS2,2001.0,Sports,Electronic Arts,E,2.19,0.22,0.0,0.38,2.79,89.0,22.0,8.6,39.0
358,PS2,2003.0,Platform,Sony Computer Entertainment,T,1.68,0.74,0.0,0.36,2.78,87.0,47.0,8.2,241.0
359,PS3,2010.0,Racing,Electronic Arts,E10+,1.05,1.23,0.03,0.47,2.78,89.0,59.0,7.2,301.0
360,Wii,2011.0,Action,Activision,E10+,1.35,1.13,0.0,0.3,2.78,81.0,11.0,5.6,31.0
361,PC,2011.0,Shooter,Electronic Arts,M,0.89,1.43,0.0,0.46,2.78,89.0,61.0,7.5,4926.0
362,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,M,1.5,0.8,0.0,0.48,2.78,83.0,81.0,7.7,836.0
363,PS2,2003.0,Simulation,Electronic Arts,T,1.41,1.12,0.0,0.24,2.77,83.0,33.0,7.7,46.0
364,PS3,2011.0,Shooter,Sony Computer Entertainment,M,1.45,0.86,0.09,0.38,2.77,84.0,85.0,7.9,942.0
365,X360,2008.0,Action,LucasArts,T,1.74,0.77,0.0,0.26,2.77,73.0,74.0,6.7,389.0
366,DS,2006.0,Platform,Nintendo,E,1.45,0.07,1.1,0.15,2.76,81.0,42.0,7.4,67.0
367,X360,2011.0,Action,THQ,M,1.25,1.14,0.07,0.3,2.76,84.0,70.0,7.6,490.0
368,PS3,2009.0,Fighting,Namco Bandai Games,T,1.2,0.97,0.17,0.42,2.75,79.0,63.0,7.4,211.0
369,Wii,2007.0,Platform,Sega,E,1.21,1.19,0.04,0.29,2.73,69.0,44.0,6.6,174.0
370,GBA,2002.0,Action,Nintendo,E,1.75,0.52,0.33,0.1,2.7,95.0,30.0,9.1,314.0
371,PS2,2001.0,Action,Virgin Interactive,M,0.99,0.48,1.09,0.14,2.7,86.0,23.0,8.2,56.0
372,X360,2011.0,Adventure,Take-Two Interactive,M,1.52,0.92,0.02,0.24,2.7,89.0,83.0,7.8,893.0
373,X360,2006.0,Shooter,Activision,T,1.49,0.92,0.02,0.27,2.7,82.0,71.0,6.5,233.0
374,X360,2011.0,Sports,Electronic Arts,E,2.42,0.11,0.0,0.16,2.69,78.0,55.0,5.9,94.0
375,PS2,2006.0,Action,LucasArts,E10+,1.85,0.64,0.01,0.19,2.69,84.0,32.0,9.0,41.0
376,PS4,2013.0,Shooter,Sony Computer Entertainment,M,0.89,1.33,0.08,0.39,2.69,73.0,88.0,6.8,2102.0
377,X360,2010.0,Sports,Electronic Arts,E,2.38,0.12,0.0,0.18,2.69,84.0,47.0,5.7,120.0
378,PS2,2004.0,Racing,Electronic Arts,T,1.23,1.11,0.0,0.34,2.68,93.0,52.0,9.1,271.0
379,DS,2010.0,Puzzle,Nintendo,E,1.63,0.51,0.35,0.18,2.67,79.0,51.0,7.7,18.0
380,DS,2009.0,Puzzle,Nintendo,E10+,0.28,1.39,0.68,0.32,2.67,83.0,58.0,8.7,52.0
381,PS2,2005.0,Shooter,Activision,T,1.48,0.92,0.01,0.26,2.67,77.0,39.0,8.2,69.0
382,PS,1998.0,Shooter,Electronic Arts,T,1.44,1.09,0.0,0.14,2.67,92.0,17.0,8.6,80.0
383,XB,2004.0,Role-Playing,Microsoft Game Studios,M,1.99,0.58,0.0,0.09,2.66,85.0,87.0,8.5,268.0
384,X360,2008.0,Misc,Activision,T,1.78,0.63,0.0,0.25,2.66,85.0,67.0,6.3,171.0
385,XOne,2016.0,Sports,Electronic Arts,E,0.43,2.05,0.0,0.17,2.65,84.0,50.0,5.5,201.0
386,PS2,2003.0,Action,Ubisoft,T,1.15,1.11,0.0,0.4,2.65,89.0,24.0,7.7,102.0
387,PS3,2009.0,Racing,Electronic Arts,E,0.69,1.4,0.04,0.52,2.65,84.0,55.0,6.9,113.0
388,PSP,2006.0,Shooter,Electronic Arts,T,0.86,1.11,0.01,0.66,2.65,71.0,24.0,7.9,47.0
389,PS3,2011.0,Role-Playing,Square Enix,T,0.78,0.73,0.89,0.23,2.63,79.0,53.0,6.6,707.0
390,PS2,2000.0,Racing,Take-Two Interactive,T,2.0,0.47,0.02,0.14,2.63,78.0,18.0,7.8,21.0
391,X360,2010.0,Sports,Electronic Arts,T,1.47,0.93,0.0,0.24,2.63,80.0,65.0,8.0,127.0
392,PS2,2004.0,Sports,Sega,E,2.15,0.12,0.0,0.36,2.62,90.0,37.0,8.2,84.0
393,X360,2009.0,Strategy,Microsoft Game Studios,T,1.54,0.8,0.04,0.24,2.62,82.0,92.0,7.2,454.0
394,X360,2011.0,Sports,Take-Two Interactive,E,2.31,0.14,0.01,0.16,2.62,90.0,42.0,7.7,134.0
395,X360,2009.0,Sports,Electronic Arts,E,0.59,1.79,0.01,0.23,2.62,90.0,63.0,7.5,133.0
396,X360,2010.0,Shooter,Electronic Arts,M,1.56,0.8,0.04,0.21,2.61,74.0,71.0,6.7,288.0
397,PS2,2002.0,Action,Electronic Arts,E,0.9,1.22,0.04,0.44,2.61,71.0,16.0,7.6,49.0
398,PS3,2009.0,Action,Sony Computer Entertainment,M,1.7,0.44,0.06,0.4,2.6,91.0,50.0,8.7,529.0
399,PS2,2004.0,Sports,Electronic Arts,E,2.03,0.21,0.0,0.35,2.59,84.0,21.0,8.1,44.0
400,Wii,2007.0,Sports,Nintendo,E10+,1.05,1.05,0.24,0.24,2.58,79.0,47.0,8.0,124.0
401,PS3,2008.0,Sports,Electronic Arts,E,0.48,1.63,0.04,0.43,2.58,87.0,42.0,7.5,108.0
402,DS,2008.0,Simulation,Nintendo,E,0.62,0.82,0.96,0.18,2.58,73.0,4.0,7.7,7.0
403,PS2,2006.0,Fighting,THQ,T,1.4,0.88,0.03,0.26,2.58,80.0,27.0,8.6,57.0
404,X360,2007.0,Action,LucasArts,E10+,1.53,0.81,0.0,0.24,2.57,80.0,24.0,7.4,114.0
405,PS2,2007.0,Sports,Electronic Arts,E,2.14,0.08,0.0,0.35,2.57,78.0,11.0,7.8,17.0
406,PSP,2007.0,Role-Playing,Capcom,T,0.37,0.27,1.75,0.18,2.57,72.0,38.0,8.7,83.0
407,GC,2001.0,Platform,Sega,E,1.7,0.59,0.21,0.07,2.56,73.0,28.0,8.3,179.0
408,PS3,2012.0,Sports,Electronic Arts,E,2.11,0.22,0.0,0.23,2.56,83.0,22.0,5.5,101.0
409,X360,2009.0,Role-Playing,Electronic Arts,M,1.76,0.55,0.03,0.22,2.56,86.0,68.0,7.9,725.0
410,GC,2003.0,Role-Playing,Nintendo,E,1.21,0.57,0.7,0.07,2.54,73.0,37.0,8.0,89.0
411,PSP,2009.0,Platform,Sony Computer Entertainment,E10+,0.64,1.22,0.01,0.67,2.54,87.0,68.0,7.8,98.0
412,X360,2008.0,Sports,Electronic Arts,E,2.21,0.12,0.0,0.2,2.53,83.0,50.0,7.0,125.0
413,PS2,2001.0,Racing,Acclaim Entertainment,T,1.13,1.12,0.06,0.22,2.52,80.0,15.0,7.9,46.0
414,DS,2010.0,Misc,Nintendo,E,0.26,1.65,0.33,0.28,2.52,75.0,15.0,8.0,5.0
415,X360,2013.0,Sports,Take-Two Interactive,E,2.1,0.19,0.0,0.23,2.52,87.0,23.0,4.9,150.0
416,Wii,2012.0,Action,Activision,E10+,1.48,0.83,0.0,0.21,2.52,78.0,8.0,7.0,20.0
417,Wii,2008.0,Sports,Konami Digital Entertainment,E,1.11,0.85,0.29,0.25,2.5,50.0,23.0,5.4,16.0
418,X360,2006.0,Role-Playing,Activision,T,2.29,0.02,0.0,0.19,2.5,82.0,68.0,7.5,120.0
419,PS2,2002.0,Fighting,Midway Games,M,1.81,0.52,0.0,0.15,2.49,79.0,31.0,8.8,96.0
420,Wii,2007.0,Misc,Midway Games,E,1.47,0.77,0.0,0.24,2.48,25.0,8.0,4.3,26.0
421,PS4,2015.0,Action,Sony Computer Entertainment,M,1.03,0.81,0.26,0.38,2.48,92.0,100.0,8.6,6383.0
422,GC,2002.0,Misc,Nintendo,E,1.13,0.36,0.92,0.07,2.47,70.0,26.0,7.4,74.0
423,X360,2008.0,Racing,Disney Interactive Studios,E,1.38,0.84,0.0,0.25,2.47,85.0,55.0,7.7,83.0
424,PS3,2012.0,Sports,Take-Two Interactive,E,1.73,0.43,0.05,0.27,2.47,90.0,26.0,8.0,99.0
425,PS3,2011.0,Action,THQ,M,0.86,1.04,0.18,0.38,2.47,82.0,50.0,7.7,384.0
426,PS3,2008.0,Shooter,Sony Computer Entertainment,M,1.15,0.84,0.1,0.38,2.46,87.0,79.0,6.1,1889.0
427,PS4,2014.0,Sports,Take-Two Interactive,E,1.47,0.54,0.01,0.43,2.45,83.0,50.0,7.0,291.0
428,PS,1997.0,Role-Playing,SquareSoft,T,0.93,0.12,1.34,0.06,2.45,83.0,12.0,8.2,190.0
429,PS3,2008.0,Racing,Take-Two Interactive,T,1.56,0.53,0.05,0.31,2.45,82.0,50.0,8.2,100.0
430,PS2,2003.0,Simulation,Electronic Arts,T,1.07,1.19,0.0,0.18,2.43,81.0,26.0,8.4,42.0
431,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,E10+,1.28,0.93,0.0,0.22,2.43,79.0,13.0,8.0,34.0
432,XOne,2016.0,Shooter,Activision,M,1.46,0.74,0.0,0.22,2.42,78.0,17.0,3.1,290.0
433,XOne,2015.0,Sports,Electronic Arts,E,2.08,0.08,0.0,0.26,2.42,84.0,23.0,6.1,124.0
434,X360,2008.0,Shooter,Ubisoft,M,1.56,0.6,0.02,0.23,2.42,82.0,66.0,7.8,176.0
435,PSP,2006.0,Racing,Electronic Arts,E10+,0.87,0.97,0.0,0.58,2.42,73.0,14.0,7.9,39.0
436,PS2,2003.0,Fighting,Atari,T,1.63,0.22,0.51,0.06,2.41,66.0,28.0,8.2,92.0
437,PS3,2010.0,Sports,Konami Digital Entertainment,E,0.29,1.17,0.54,0.41,2.41,77.0,40.0,6.8,85.0
438,PS2,2001.0,Racing,Sony Computer Entertainment,E,2.07,0.26,0.0,0.08,2.41,82.0,16.0,8.4,53.0
439,PS2,2007.0,Racing,Electronic Arts,E10+,0.69,0.0,0.04,1.68,2.41,62.0,11.0,6.2,34.0
440,X360,2011.0,Shooter,Microsoft Game Studios,M,1.44,0.7,0.04,0.22,2.4,82.0,73.0,8.1,487.0
441,PS2,2005.0,Misc,RedOctane,T,1.67,0.61,0.03,0.07,2.38,91.0,65.0,8.7,173.0
442,PS3,2010.0,Sports,Electronic Arts,E,2.04,0.15,0.0,0.2,2.38,83.0,36.0,6.1,68.0
443,X360,2011.0,Action,Deep Silver,M,1.48,0.69,0.0,0.2,2.37,71.0,75.0,6.9,627.0
444,PC,2004.0,Shooter,Vivendi Games,M,2.28,0.02,0.08,0.0,2.37,96.0,81.0,9.1,8665.0
445,PS2,2004.0,Action,THQ,T,0.96,1.08,0.04,0.3,2.37,62.0,36.0,7.6,22.0
446,X360,2007.0,Sports,Electronic Arts,E,2.18,0.01,0.0,0.18,2.37,85.0,46.0,6.4,108.0
447,PS2,2004.0,Sports,Activision,T,1.25,0.86,0.01,0.26,2.37,83.0,59.0,8.8,55.0
448,X360,2010.0,Sports,505 Games,E,1.74,0.45,0.0,0.18,2.37,42.0,10.0,5.5,16.0
449,PS3,2009.0,Sports,Electronic Arts,E,2.03,0.13,0.0,0.21,2.37,85.0,41.0,6.8,58.0
450,X360,2008.0,Racing,Take-Two Interactive,T,1.68,0.45,0.01,0.21,2.35,81.0,66.0,8.5,142.0
